Carrier,OriginAirportID,DestAirportID,OriginAirportName,DestAirportName,OriginState,DestState,OriginCity,DestCity,DepDelay,ArrDelay
AA,11298,13303,Dallas/Fort Worth International,Miami International,TX,FL,Dallas/Fort Worth,Miami,11,3
AA,11298,13303,Dallas/Fort Worth International,Miami International,TX,FL,Dallas/Fort Worth,Miami,29,97
AA,11298,13303,Dallas/Fort Worth International,Miami International,TX,FL,Dallas/Fort Worth,Miami,0,-5
AA,11298,13303,Dallas/Fort Worth International,Miami International,TX,FL,Dallas/Fort Worth,Miami,4,2
AA,11298,13303,Dallas/Fort Worth International,Miami International,TX,FL,Dallas/Fort Worth,Miami,21,4
AA,11298,13303,Dallas/Fort Worth International,Miami International,TX,FL,Dallas/Fort Worth,Miami,30,16
AA,11298,13303,Dallas/Fort Worth International,Miami International,TX,FL,Dallas/Fort Worth,Miami,52,39
AA,11298,13303,Dallas/Fort Worth International,Miami International,TX,FL,Dallas/Fort Worth,Miami,4,-9
AA,11298,13303,Dallas/Fort Worth International,Miami International,TX,FL,Dallas/Fort Worth,Miami,11,-16
AA,11298,13303,Dallas/Fort Worth International,Miami International,TX,FL,Dallas/Fort Worth,Miami,1,-11
AA,11298,13303,Dallas/Fort Worth International,Miami International,TX,FL,Dallas/Fort Worth,Miami,1,-17
AA,11298,13303,Dallas/Fort Worth International,Miami International,TX,FL,Dallas/Fort Worth,Miami,-2,-23
AA,11298,13303,Dallas/Fort Worth International,Miami International,TX,FL,Dallas/Fort Worth,Miami,56,38
AA,11298,13303,Dallas/Fort Worth International,Miami International,TX,FL,Dallas/Fort Worth,Miami,1,-20
AA,11298,13303,Dallas/Fort Worth International,Miami International,TX,FL,Dallas/Fort Worth,Miami,0,-13
AA,11298,13303,Dallas/Fort Worth International,Miami International,TX,FL,Dallas/Fort Worth,Miami,2,-17
AA,11298,13303,Dallas/Fort Worth International,Miami International,TX,FL,Dallas/Fort Worth,Miami,0,-8
AA,11298,13303,Dallas/Fort Worth International,Miami International,TX,FL,Dallas/Fort Worth,Miami,115,113
AA,11298,13303,Dallas/Fort Worth International,Miami International,TX,FL,Dallas/Fort Worth,Miami,11,6
AA,11298,13303,Dallas/Fort Worth International,Miami International,TX,FL,Dallas/Fort Worth,Miami,-3,1
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,-2,-20
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,-5,31
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,-4,-27
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,-6,-18
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,-2,-16
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,169,203
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,6,-3
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,7,-4
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,6,7
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,-4,-14
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,135,134
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,-2,-12
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,-3,-5
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,-2,-5
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,5,-5
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,-4,-4
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,-4,-7
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,-3,-3
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,0,11
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,-4,4
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,4,6
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,-2,9
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,-3,-1
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,-3,-12
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,108,102
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,-4,0
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,-5,-4
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,0,9
AA,13303,12266,Miami International,George Bush Intercontinental/Houston,FL,TX,Miami,Houston,0,5
AA,14635,13930,Southwest Florida International,Chicago O'Hare International,FL,IL,Fort Myers,Chicago,-1,1
AA,14635,13930,Southwest Florida International,Chicago O'Hare International,FL,IL,Fort Myers,Chicago,4,26
AA,14635,13930,Southwest Florida International,Chicago O'Hare International,FL,IL,Fort Myers,Chicago,-7,-6
AA,14635,13930,Southwest Florida International,Chicago O'Hare International,FL,IL,Fort Myers,Chicago,-7,0
AA,14635,13930,Southwest Florida International,Chicago O'Hare International,FL,IL,Fort Myers,Chicago,-12,-25
AA,14635,13930,Southwest Florida International,Chicago O'Hare International,FL,IL,Fort Myers,Chicago,-5,-13
AA,14635,13930,Southwest Florida International,Chicago O'Hare International,FL,IL,Fort Myers,Chicago,12,10
AA,14635,13930,Southwest Florida International,Chicago O'Hare International,FL,IL,Fort Myers,Chicago,-3,-1
AA,14635,13930,Southwest Florida International,Chicago O'Hare International,FL,IL,Fort Myers,Chicago,3,4
AA,14635,13930,Southwest Florida International,Chicago O'Hare International,FL,IL,Fort Myers,Chicago,13,26
AA,14635,13930,Southwest Florida International,Chicago O'Hare International,FL,IL,Fort Myers,Chicago,-1,-15
AA,14635,13930,Southwest Florida International,Chicago O'Hare International,FL,IL,Fort Myers,Chicago,-3,-26
AA,14635,13930,Southwest Florida International,Chicago O'Hare International,FL,IL,Fort Myers,Chicago,68,47
AA,14635,13930,Southwest Florida International,Chicago O'Hare International,FL,IL,Fort Myers,Chicago,-3,-11
AA,14635,13930,Southwest Florida International,Chicago O'Hare International,FL,IL,Fort Myers,Chicago,158,192
AA,14635,13930,Southwest Florida International,Chicago O'Hare International,FL,IL,Fort Myers,Chicago,7,-1
AA,14635,13930,Southwest Florida International,Chicago O'Hare International,FL,IL,Fort Myers,Chicago,-6,27
AA,14635,13930,Southwest Florida International,Chicago O'Hare International,FL,IL,Fort Myers,Chicago,172,155
AA,14635,13930,Southwest Florida International,Chicago O'Hare International,FL,IL,Fort Myers,Chicago,22,-1
AA,15016,13303,Lambert-St. Louis International,Miami International,MO,FL,St. Louis,Miami,117,141
AA,15016,13303,Lambert-St. Louis International,Miami International,MO,FL,St. Louis,Miami,0,-13
AA,15016,13303,Lambert-St. Louis International,Miami International,MO,FL,St. Louis,Miami,35,26
AA,15016,13303,Lambert-St. Louis International,Miami International,MO,FL,St. Louis,Miami,22,6
AA,15016,13303,Lambert-St. Louis International,Miami International,MO,FL,St. Louis,Miami,15,6
AA,15016,13303,Lambert-St. Louis International,Miami International,MO,FL,St. Louis,Miami,115,127
AA,15016,13303,Lambert-St. Louis International,Miami International,MO,FL,St. Louis,Miami,28,22
AA,15016,13303,Lambert-St. Louis International,Miami International,MO,FL,St. Louis,Miami,-1,-15
AA,15016,13303,Lambert-St. Louis International,Miami International,MO,FL,St. Louis,Miami,92,81
AA,15016,13303,Lambert-St. Louis International,Miami International,MO,FL,St. Louis,Miami,6,-2
AA,15016,13303,Lambert-St. Louis International,Miami International,MO,FL,St. Louis,Miami,118,122
AA,15016,13303,Lambert-St. Louis International,Miami International,MO,FL,St. Louis,Miami,2,-7
AA,15016,13303,Lambert-St. Louis International,Miami International,MO,FL,St. Louis,Miami,34,32
AA,15016,13303,Lambert-St. Louis International,Miami International,MO,FL,St. Louis,Miami,-7,7
AA,15016,13303,Lambert-St. Louis International,Miami International,MO,FL,St. Louis,Miami,82,78
AA,15016,13303,Lambert-St. Louis International,Miami International,MO,FL,St. Louis,Miami,10,-5
AA,15016,13303,Lambert-St. Louis International,Miami International,MO,FL,St. Louis,Miami,38,47
AA,15016,13303,Lambert-St. Louis International,Miami International,MO,FL,St. Louis,Miami,56,51
AA,15016,13303,Lambert-St. Louis International,Miami International,MO,FL,St. Louis,Miami,-1,14
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,-2,-10
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,-1,-9
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,-3,-14
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,87,74
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,37,34
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,28,17
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,0,-14
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,-2,-24
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,101,92
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,-2,-20
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,-2,-21
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,26,6
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,85,68
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,22,9
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,5,10
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,11,17
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,74,81
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,24,16
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,1,15
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,3,-2
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,0,-5
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,38,32
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,0,-1
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,3,-3
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,96,92
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,1,-15
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,19,0
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,12,2
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,23,16
AA,11298,12889,Dallas/Fort Worth International,McCarran International,TX,NV,Dallas/Fort Worth,Las Vegas,14,7
AA,13204,11298,Orlando International,Dallas/Fort Worth International,FL,TX,Orlando,Dallas/Fort Worth,11,1
AA,13204,11298,Orlando International,Dallas/Fort Worth International,FL,TX,Orlando,Dallas/Fort Worth,-8,-23
AA,13204,11298,Orlando International,Dallas/Fort Worth International,FL,TX,Orlando,Dallas/Fort Worth,0,-3
AA,13204,11298,Orlando International,Dallas/Fort Worth International,FL,TX,Orlando,Dallas/Fort Worth,194,175
AA,13204,11298,Orlando International,Dallas/Fort Worth International,FL,TX,Orlando,Dallas/Fort Worth,86,71
AA,13204,11298,Orlando International,Dallas/Fort Worth International,FL,TX,Orlando,Dallas/Fort Worth,56,57
AA,13204,11298,Orlando International,Dallas/Fort Worth International,FL,TX,Orlando,Dallas/Fort Worth,14,4
AA,13204,11298,Orlando International,Dallas/Fort Worth International,FL,TX,Orlando,Dallas/Fort Worth,12,-11
AA,13204,11298,Orlando International,Dallas/Fort Worth International,FL,TX,Orlando,Dallas/Fort Worth,68,54
AA,13204,11298,Orlando International,Dallas/Fort Worth International,FL,TX,Orlando,Dallas/Fort Worth,-3,-7
AA,13204,11298,Orlando International,Dallas/Fort Worth International,FL,TX,Orlando,Dallas/Fort Worth,-5,-20
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,29,37
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,95,80
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,32,18
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,6,8
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,43,53
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,42,55
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,0,0
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,2,-7
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,-3,-8
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,-1,2
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,-6,-13
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,-2,1
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,2,-7
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,3,0
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,2,-7
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,17,13
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,-6,15
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,12,27
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,-1,11
AA,13487,13930,Minneapolis-St Paul International,Chicago O'Hare International,MN,IL,Minneapolis,Chicago,1,-4
AA,13487,13930,Minneapolis-St Paul International,Chicago O'Hare International,MN,IL,Minneapolis,Chicago,-4,-19
AA,13487,13930,Minneapolis-St Paul International,Chicago O'Hare International,MN,IL,Minneapolis,Chicago,111,114
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,-4,-15
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,123,117
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,-6,-8
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,2,1
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,-4,-10
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,-1,2
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,41,46
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,-4,-8
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,-1,25
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,29,66
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,-2,-8
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,-1,-17
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,15,38
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,-2,-15
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,3,-12
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,5,-8
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,11,40
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,19,13
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,13,5
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,11,6
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,126,150
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,2,-7
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,76,114
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,58,44
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,20,28
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,178,170
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,-2,37
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,0,0
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,124,106
AA,13930,11278,Chicago O'Hare International,Ronald Reagan Washington National,IL,DC,Chicago,Washington,22,49
AA,14570,13930,Reno/Tahoe International,Chicago O'Hare International,NV,IL,Reno,Chicago,-2,-25
AA,14570,13930,Reno/Tahoe International,Chicago O'Hare International,NV,IL,Reno,Chicago,67,59
AA,14570,13930,Reno/Tahoe International,Chicago O'Hare International,NV,IL,Reno,Chicago,0,-16
AA,14570,13930,Reno/Tahoe International,Chicago O'Hare International,NV,IL,Reno,Chicago,-4,-23
AA,14570,13930,Reno/Tahoe International,Chicago O'Hare International,NV,IL,Reno,Chicago,-2,-19
AA,14570,13930,Reno/Tahoe International,Chicago O'Hare International,NV,IL,Reno,Chicago,-8,-17
AA,14570,13930,Reno/Tahoe International,Chicago O'Hare International,NV,IL,Reno,Chicago,-1,65
AA,14570,13930,Reno/Tahoe International,Chicago O'Hare International,NV,IL,Reno,Chicago,-2,-21
AA,14570,13930,Reno/Tahoe International,Chicago O'Hare International,NV,IL,Reno,Chicago,-1,-17
AA,14570,13930,Reno/Tahoe International,Chicago O'Hare International,NV,IL,Reno,Chicago,-1,33
AA,14570,13930,Reno/Tahoe International,Chicago O'Hare International,NV,IL,Reno,Chicago,2,-8
AA,15016,13930,Lambert-St. Louis International,Chicago O'Hare International,MO,IL,St. Louis,Chicago,8,2
AA,15016,13930,Lambert-St. Louis International,Chicago O'Hare International,MO,IL,St. Louis,Chicago,3,-10
AA,15016,13930,Lambert-St. Louis International,Chicago O'Hare International,MO,IL,St. Louis,Chicago,-5,-15
AA,15016,13930,Lambert-St. Louis International,Chicago O'Hare International,MO,IL,St. Louis,Chicago,2,-1
AA,15016,13930,Lambert-St. Louis International,Chicago O'Hare International,MO,IL,St. Louis,Chicago,0,-4
AA,15016,13930,Lambert-St. Louis International,Chicago O'Hare International,MO,IL,St. Louis,Chicago,24,11
AA,15016,13930,Lambert-St. Louis International,Chicago O'Hare International,MO,IL,St. Louis,Chicago,20,8
AA,15016,13930,Lambert-St. Louis International,Chicago O'Hare International,MO,IL,St. Louis,Chicago,11,14
AA,15016,13930,Lambert-St. Louis International,Chicago O'Hare International,MO,IL,St. Louis,Chicago,93,124
AA,15016,13930,Lambert-St. Louis International,Chicago O'Hare International,MO,IL,St. Louis,Chicago,47,72
AA,15016,13930,Lambert-St. Louis International,Chicago O'Hare International,MO,IL,St. Louis,Chicago,-1,-9
AA,15016,13930,Lambert-St. Louis International,Chicago O'Hare International,MO,IL,St. Louis,Chicago,6,18
AA,15016,13930,Lambert-St. Louis International,Chicago O'Hare International,MO,IL,St. Louis,Chicago,222,239
AA,10693,12892,Nashville International,Los Angeles International,TN,CA,Nashville,Los Angeles,-1,-22
AA,10693,12892,Nashville International,Los Angeles International,TN,CA,Nashville,Los Angeles,-7,2
AA,10693,12892,Nashville International,Los Angeles International,TN,CA,Nashville,Los Angeles,22,17
AA,10693,12892,Nashville International,Los Angeles International,TN,CA,Nashville,Los Angeles,1,44
AA,10693,12892,Nashville International,Los Angeles International,TN,CA,Nashville,Los Angeles,-8,-8
AA,10693,12892,Nashville International,Los Angeles International,TN,CA,Nashville,Los Angeles,-2,5
AA,10693,12892,Nashville International,Los Angeles International,TN,CA,Nashville,Los Angeles,18,25
AA,10693,12892,Nashville International,Los Angeles International,TN,CA,Nashville,Los Angeles,-1,-8
AA,10693,12892,Nashville International,Los Angeles International,TN,CA,Nashville,Los Angeles,6,13
AA,10693,12892,Nashville International,Los Angeles International,TN,CA,Nashville,Los Angeles,0,5
AA,10693,12892,Nashville International,Los Angeles International,TN,CA,Nashville,Los Angeles,2,14
AA,10693,12892,Nashville International,Los Angeles International,TN,CA,Nashville,Los Angeles,14,4
AA,10693,12892,Nashville International,Los Angeles International,TN,CA,Nashville,Los Angeles,15,21
AA,10693,12892,Nashville International,Los Angeles International,TN,CA,Nashville,Los Angeles,-1,-4
AA,10693,12892,Nashville International,Los Angeles International,TN,CA,Nashville,Los Angeles,7,11
AA,10693,12892,Nashville International,Los Angeles International,TN,CA,Nashville,Los Angeles,29,17
AA,10693,12892,Nashville International,Los Angeles International,TN,CA,Nashville,Los Angeles,5,10
AA,10693,12892,Nashville International,Los Angeles International,TN,CA,Nashville,Los Angeles,9,9
AA,10693,12892,Nashville International,Los Angeles International,TN,CA,Nashville,Los Angeles,-5,-12
AA,10693,12892,Nashville International,Los Angeles International,TN,CA,Nashville,Los Angeles,23,22
AA,12889,12892,McCarran International,Los Angeles International,NV,CA,Las Vegas,Los Angeles,53,39
AA,12889,12892,McCarran International,Los Angeles International,NV,CA,Las Vegas,Los Angeles,-1,0
AA,12889,12892,McCarran International,Los Angeles International,NV,CA,Las Vegas,Los Angeles,-2,4
AA,12889,12892,McCarran International,Los Angeles International,NV,CA,Las Vegas,Los Angeles,-2,-18
AA,12889,12892,McCarran International,Los Angeles International,NV,CA,Las Vegas,Los Angeles,-8,-19
AA,12889,12892,McCarran International,Los Angeles International,NV,CA,Las Vegas,Los Angeles,0,-11
AA,12889,12892,McCarran International,Los Angeles International,NV,CA,Las Vegas,Los Angeles,5,0
AA,12889,12892,McCarran International,Los Angeles International,NV,CA,Las Vegas,Los Angeles,-8,-10
AA,12889,12892,McCarran International,Los Angeles International,NV,CA,Las Vegas,Los Angeles,-1,-8
AA,12889,12892,McCarran International,Los Angeles International,NV,CA,Las Vegas,Los Angeles,-4,15
AA,12889,12892,McCarran International,Los Angeles International,NV,CA,Las Vegas,Los Angeles,29,20
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,-8,-14
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,-7,1
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,21,13
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,0,12
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,1,-23
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,73,70
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,6,0
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,28,0
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,13,-7
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,48,41
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,1,-16
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,-5,-24
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,17,7
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,0,0
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,-3,-7
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,1,-15
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,157,154
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,0,0
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,76,65
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,12,-7
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,1,-2
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,10,0
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,0,-16
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,0,0
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,-4,-15
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,-5,-17
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,-1,-23
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,0,0
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,24,24
AA,15304,11298,Tampa International,Dallas/Fort Worth International,FL,TX,Tampa,Dallas/Fort Worth,10,-3
AA,12892,10423,Los Angeles International,Austin - Bergstrom International,CA,TX,Los Angeles,Austin,-4,-10
