Carrier,OriginAirportID,DestAirportID,OriginAirportName,DestAirportName,OriginState,DestState,OriginCity,DestCity,DepDelay,ArrDelay
DL,11433,11278,Detroit Metro Wayne County,Ronald Reagan Washington National,MI,DC,Detroit,Washington,2,-9
DL,10397,13198,Hartsfield-Jackson Atlanta International,Kansas City International,GA,MO,Atlanta,Kansas City,-1,-16
DL,14107,10397,Phoenix Sky Harbor International,Hartsfield-Jackson Atlanta International,AZ,GA,Phoenix,Atlanta,-3,-4
DL,13487,14771,Minneapolis-St Paul International,San Francisco International,MN,CA,Minneapolis,San Francisco,-6,-12
DL,14771,13487,San Francisco International,Minneapolis-St Paul International,CA,MN,San Francisco,Minneapolis,-9,-18
DL,11433,12953,Detroit Metro Wayne County,LaGuardia,MI,NY,Detroit,New York,4,-7
DL,12889,13487,McCarran International,Minneapolis-St Paul International,NV,MN,Las Vegas,Minneapolis,-1,-11
DL,13487,12889,Minneapolis-St Paul International,McCarran International,MN,NV,Minneapolis,Las Vegas,-5,-8
DL,10140,10397,Albuquerque International Sunport,Hartsfield-Jackson Atlanta International,NM,GA,Albuquerque,Atlanta,-2,10
DL,13487,14747,Minneapolis-St Paul International,Seattle/Tacoma International,MN,WA,Minneapolis,Seattle,-1,-2
DL,12892,10397,Los Angeles International,Hartsfield-Jackson Atlanta International,CA,GA,Los Angeles,Atlanta,-2,-19
DL,12953,13303,LaGuardia,Miami International,NY,FL,New York,Miami,2,-13
DL,14492,10397,Raleigh-Durham International,Hartsfield-Jackson Atlanta International,NC,GA,Raleigh/Durham,Atlanta,-1,-5
DL,14869,14747,Salt Lake City International,Seattle/Tacoma International,UT,WA,Salt Lake City,Seattle,-1,-5
DL,14747,14869,Seattle/Tacoma International,Salt Lake City International,WA,UT,Seattle,Salt Lake City,-2,-5
DL,10397,14635,Hartsfield-Jackson Atlanta International,Southwest Florida International,GA,FL,Atlanta,Fort Myers,-3,-9
DL,14635,10397,Southwest Florida International,Hartsfield-Jackson Atlanta International,FL,GA,Fort Myers,Atlanta,-2,-9
DL,11057,11433,Charlotte Douglas International,Detroit Metro Wayne County,NC,MI,Charlotte,Detroit,6,7
DL,13303,10397,Miami International,Hartsfield-Jackson Atlanta International,FL,GA,Miami,Atlanta,-2,-8
DL,13487,13198,Minneapolis-St Paul International,Kansas City International,MN,MO,Minneapolis,Kansas City,-5,-8
DL,13198,13487,Kansas City International,Minneapolis-St Paul International,MO,MN,Kansas City,Minneapolis,-6,-17
